mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.9117254416147866,0.19552862011595806,0.7903517882029215,0.06352661104785184,0.01,{'estimator__C': 0.01},0.0,0.0,0.0,0.0,0.0,3
5.012159585952759,0.9180809483759959,1.0588572025299072,0.1654772056228553,0.1,{'estimator__C': 0.1},0.0,0.0,0.0,0.0,0.0,3
5.435120741526286,0.4521688361374129,1.0804913838704426,0.09765092167229968,1.0,{'estimator__C': 1.0},0.0,0.00024192572880125802,0.0,8.064190960041933e-05,0.00011404488225257813,1
5.341622273127238,0.3384162727083555,0.9051671028137207,0.09034647377358095,10.0,{'estimator__C': 10.0},0.0,0.00024192572880125802,0.0,8.064190960041933e-05,0.00011404488225257813,1
