mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
209.9563148021698,31.652613109270682,3.515313704808553,0.3417984614780658,100,2,2,12,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 12}",0.45895507540487845,0.44666868106964797,0.4492151978808366,0.45161298478512096,0.005294708551561288,3
404.9293429851532,11.28646799363018,2.6320059299468994,0.16410241430858838,100,5,4,20,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 20}",0.616038939558622,0.6129122155132374,0.6170612551672303,0.6153374700796965,0.0017649697041780235,1
216.24705759684244,23.039685130639427,1.9182429313659668,0.0843605886878212,50,5,4,20,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 20}",0.6058207217694994,0.6054743019577278,0.6118326118326118,0.6077092118532796,0.002919111989819772,2
33.13926259676615,4.4792931274689645,1.1632649898529053,0.21663166271359513,50,5,4,5,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 5}",0.26008180578700196,0.2545305899986374,0.2508227625651021,0.2551450527835805,0.0038048778983310713,4
