mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.630037546157837,0.6184815662955184,0.12414717674255371,0.03203017000539423,0.01,{'C': 0.01},0.23214059290442016,0.23194426852438252,0.2289450918528319,0.23100998442721155,0.0014622976950323455,1
3.6959261894226074,0.33649767796993185,0.10273257891337077,0.047653225039034575,0.1,{'C': 0.1},0.23228645122136246,0.22962567660288175,0.22878942014242115,0.2302338493222218,0.0014910202623667794,4
3.533823569615682,0.670808354346051,0.10599486033121745,0.03268267592187932,1.0,{'C': 1.0},0.2324910112928546,0.2298283534647171,0.22934078496126,0.23055338323961058,0.0013844933166877395,2
2.4552191893259683,0.47766850915253173,0.08013097445170085,0.009796969032248606,10.0,{'C': 10.0},0.23239917976760083,0.22992069947132981,0.22901462174189446,0.23044483366027504,0.001430581640070287,3
